1,1,20211231,1,1
2,1,20211231,1,2
3,1,20211231,1,3
4,1,20211231,1,4
5,1,20211231,1,5
6,1,20211231,1,6
7,1,20211231,1,7
8,1,20211231,1,8
9,1,20211231,1,9
10,1,20211231,1,10
11,1,20211231,1,11
12,1,20211231,1,12
13,1,20211231,1,13
14,1,20211231,1,14
15,1,20211231,1,15
16,1,20211231,1,16
17,1,20211231,1,17
18,1,20211231,1,18
19,1,20211231,1,19
20,1,20211231,1,20
21,2,20211231,1,21
22,2,20211231,1,22
23,2,20211231,1,23
24,3,20211231,1,24
25,4,20211231,1,25
26,4,20211231,1,3
27,5,20211231,2,15
28,5,20211231,2,26
29,5,20211231,2,27
30,5,20211231,2,28
31,5,20211231,2,12
32,6,20211231,1,11
33,7,20211231,1,29
34,7,20211231,1,30
35,8,20211231,1,31
36,8,20211231,1,32
37,8,20211231,1,33
38,9,20211231,3,34
39,9,20211231,3,35
40,9,20211231,3,12
41,10,20211231,2,30
42,11,20211231,1,23
43,11,20211231,1,36
44,12,20211231,3,37
45,13,20211231,3,25
46,13,20211231,3,21
47,13,20211231,3,15
48,13,20211231,3,23
49,13,20211231,3,38
50,14,20211231,1,35
51,14,20211231,1,39
52,14,20211231,1,37
53,15,20211231,1,15
54,15,20211231,1,16
55,16,20211231,2,15
56,17,20211231,2,1
57,17,20211231,2,40
58,17,20211231,2,41
59,17,20211231,2,13
60,17,20211231,2,42
61,17,20211231,2,38
62,17,20211231,2,11
63,18,20211231,2,25
64,18,20211231,2,23
65,19,20211231,2,25
66,19,20211231,2,43
67,19,20211231,2,44
68,19,20211231,2,35
69,19,20211231,2,15
70,19,20211231,2,45
71,19,20211231,2,16
72,19,20211231,2,23
73,19,20211231,2,41
74,19,20211231,2,46
75,20,20211231,2,22
76,20,20211231,2,26
77,20,20211231,2,13
78,20,20211231,2,30
79,20,20211231,2,47
80,21,20211231,4,48
81,21,20211231,4,1
82,21,20211231,4,49
83,21,20211231,4,50
84,21,20211231,4,23
85,21,20211231,4,40
86,21,20211231,4,51
87,22,20211231,3,52
88,22,20211231,3,53
89,23,20211231,1,35
90,23,20211231,1,15
91,23,20211231,1,54
92,23,20211231,1,55
93,23,20211231,1,56
94,23,20211231,1,12
95,24,20211231,3,21
96,24,20211231,3,57
97,24,20211231,3,1
98,24,20211231,3,49
99,24,20211231,3,3
100,24,20211231,3,13
101,24,20211231,3,58
102,24,20211231,3,59
103,25,20211231,1,23
104,26,20211231,3,60
105,26,20211231,3,35
106,26,20211231,3,31
107,26,20211231,3,3
108,26,20211231,3,26
109,26,20211231,3,61
110,27,20211231,1,62
111,27,20211231,1,35
112,27,20211231,1,15
113,27,20211231,1,26
114,27,20211231,1,27
115,27,20211231,1,45
116,27,20211231,1,16
117,27,20211231,1,18
118,27,20211231,1,63
119,28,20211231,1,53
120,29,20211231,1,15
121,29,20211231,1,23
122,29,20211231,1,41
123,29,20211231,1,40
124,29,20211231,1,30
125,30,20211231,1,34
126,30,20211231,1,35
127,30,20211231,1,7
128,30,20211231,1,15
129,31,20211231,1,64
130,31,20211231,1,65
131,31,20211231,1,32
132,31,20211231,1,66
133,32,20211231,3,15
134,32,20211231,3,40
135,32,20211231,3,3
136,32,20211231,3,23
137,33,20211231,2,25
138,33,20211231,2,30
139,33,20211231,2,67
140,34,20211231,2,34
141,34,20211231,2,68
142,34,20211231,2,40
143,35,20211231,3,37
144,36,20211231,3,69
145,36,20211231,3,35
146,36,20211231,3,16
147,36,20211231,3,63
148,37,20211231,1,27
149,37,20211231,1,30
150,38,20211231,4,48
151,38,20211231,4,62
152,38,20211231,4,15
153,39,20211231,1,15
154,39,20211231,1,70
155,39,20211231,1,8
156,40,20211231,2,69
157,40,20211231,2,39
158,40,20211231,2,12
159,41,20211231,3,35
160,42,20211231,1,43
161,42,20211231,1,34
162,42,20211231,1,35
163,42,20211231,1,15
164,42,20211231,1,13
165,42,20211231,1,28
166,42,20211231,1,18
167,42,20211231,1,63
168,43,20211231,1,35
169,44,20211231,2,31
170,44,20211231,2,22
171,44,20211231,2,71
172,44,20211231,2,53
173,45,20211231,1,63
174,46,20211231,1,31
175,46,20211231,1,3
176,46,20211231,1,30
177,46,20211231,1,71
178,46,20211231,1,72
179,46,20211231,1,55
180,46,20211231,1,56
181,46,20211231,1,12
182,47,20211231,2,15
183,47,20211231,2,41
184,47,20211231,2,73
185,47,20211231,2,74
186,48,20211231,1,15
187,48,20211231,1,75
188,49,20211231,2,3
189,49,20211231,2,76
190,50,20211231,1,21
191,50,20211231,1,45
192,50,20211231,1,12
193,51,20211231,3,35
194,51,20211231,3,40
195,51,20211231,3,72
196,51,20211231,3,58
197,51,20211231,3,12
198,52,20211231,1,43
199,52,20211231,1,15
200,52,20211231,1,23
201,53,20211231,1,35
202,53,20211231,1,76
203,54,20211231,3,35
204,54,20211231,3,40
205,55,20211231,2,30
206,55,20211231,2,63
207,55,20211231,2,39
208,56,20211231,1,65
209,56,20211231,1,77
210,57,20211231,1,25
211,57,20211231,1,43
212,57,20211231,1,34
213,57,20211231,1,44
214,57,20211231,1,62
215,57,20211231,1,35
216,57,20211231,1,15
217,57,20211231,1,40
218,57,20211231,1,31
219,57,20211231,1,26
220,57,20211231,1,20
221,58,20211231,3,23
222,58,20211231,3,37
223,59,20211231,1,31
